unit,avg_powerconsumer1_kw,avg_dg1_power_kw,avg_propulsion_power_mw,max_powerconsumer1_kw,min_powerconsumer1_kw,observations
ship1,324.31837055064193,2463.32667617689,3.4885204469805036,388.2,143.76667199999997,2103
ship2,335.20082970424596,2190.2371888726207,5.166049780380673,426.09999600000003,277.333332,2049
