unit,phase,avg_powerconsumer1_kw,avg_dg1_power_kw,avg_propulsion_power_mw,avg_consumer_share_dg1,obs_count
ship1,ANCHOR,328.63733424,1974.08,0.20958533333333332,0.220145830252548,25
ship1,MAN,328.35199992,2331.04,1.328377333333333,0.1456853271070554,50
ship1,PORT,339.5343315449102,3534.1077844311376,0.0007001996007984032,0.1246018911475585,167
ship1,SEA,315.8959392981818,4022.069090909091,5.757242515151515,0.08060960416786463,1100
ship2,ANCHOR,316.11292530612246,1458.1224489795918,0.07963265306122448,0.22443988725054445,49
ship2,MAN,314.38333392,1758.0,1.121144,0.1863897534198162,50
ship2,PORT,333.7350003,1222.5,0.0,0.43526776343453494,40
ship2,SEA,337.5811556310845,3654.5414175918017,8.319491858810133,0.0981033972683385,1171
