timestamp,powerconsumer1_energy_mwh,elapsed_time_min,unit,speed_kn,phase,DG1_energy_produced_mwh,propulsion_power_mw,fins_status,timestamp_dt,powerconsumer1_kw,DG1_power_kw,date,hour,minute,day_of_week,is_weekend,hour_sin,hour_cos,pc1_kw_lag1,pc1_kw_lag2,pc1_kw_roll3,dg1_on,consumer_share_dg1
1761555900000,0.028194444,5,ship1,30.678,SEA,0.3466666666666667,3.4547333333333334,1,2025-10-27 09:05:00,338.333328,4160.0,2025-10-27,9,5,0,0,0.7071067811865476,-0.7071067811865475,340.766664,336.233328,338.44444,1,0.08133012692307692
1761556200000,0.028716667,5,ship1,30.622,SEA,0.3453333333333333,3.4439666666666664,1,2025-10-27 09:10:00,344.600004,4144.0,2025-10-27,9,10,0,0,0.7071067811865476,-0.7071067811865475,338.333328,340.766664,341.23333199999996,1,0.08315637162162162
1761556500000,0.028180556,5,ship1,30.546,SEA,0.3453333333333333,3.4105999999999996,1,2025-10-27 09:15:00,338.166672,4144.0,2025-10-27,9,15,0,0,0.7071067811865476,-0.7071067811865475,344.600004,338.333328,340.36666800000006,1,0.08160392664092664
1761556800000,0.028483333,5,ship1,30.546,SEA,0.34933333333333333,3.5095,1,2025-10-27 09:20:00,341.799996,4192.0,2025-10-27,9,20,0,0,0.7071067811865476,-0.7071067811865475,338.166672,344.600004,341.522224,1,0.08153625858778626
1761557100000,0.028483333,5,ship1,30.576999999999998,SEA,0.34833333333333333,3.4873,1,2025-10-27 09:25:00,341.799996,4180.0,2025-10-27,9,25,0,0,0.7071067811865476,-0.7071067811865475,341.799996,338.166672,340.588888,1,0.08177033397129187
1761557400000,0.028069444,5,ship1,30.6,SEA,0.3476666666666667,3.4845666666666664,1,2025-10-27 09:30:00,336.833328,4172.000000000001,2025-10-27,9,30,0,0,0.7071067811865476,-0.7071067811865475,341.799996,341.799996,340.14444,1,0.08073665580057525
1761557700000,0.028722222,5,ship1,30.596,SEA,0.34933333333333333,3.4881333333333333,1,2025-10-27 09:35:00,344.666664,4192.0,2025-10-27,9,35,0,0,0.7071067811865476,-0.7071067811865475,336.833328,341.799996,341.099996,1,0.08222010114503818
1761558000000,0.028972222,5,ship1,30.593,SEA,0.34933333333333333,3.4751666666666665,1,2025-10-27 09:40:00,347.666664,4192.0,2025-10-27,9,40,0,0,0.7071067811865476,-0.7071067811865475,344.666664,336.833328,343.05555200000003,1,0.08293575
1761558300000,0.028647222,5,ship1,30.617,SEA,0.35033333333333333,3.4896666666666665,1,2025-10-27 09:45:00,343.766664,4204.0,2025-10-27,9,45,0,0,0.7071067811865476,-0.7071067811865475,347.666664,344.666664,345.36666399999996,1,0.08177132825880114
1761558600000,0.029169444,5,ship1,30.741,SEA,0.34833333333333333,3.4827,1,2025-10-27 09:50:00,350.033328,4180.0,2025-10-27,9,50,0,0,0.7071067811865476,-0.7071067811865475,343.766664,347.666664,347.155552,1,0.08374003062200956
1761558900000,0.028638889,5,ship1,30.811,SEA,0.348,3.469533333333333,1,2025-10-27 09:55:00,343.666668,4176.0,2025-10-27,9,55,0,0,0.7071067811865476,-0.7071067811865475,350.033328,343.766664,345.82222,1,0.08229565804597702
1761559200000,0.027344444,5,ship1,30.864,SEA,0.35033333333333333,3.4809333333333328,1,2025-10-27 10:00:00,328.133328,4204.0,2025-10-27,10,0,0,0,0.49999999999999994,-0.8660254037844387,343.666668,350.033328,340.611108,1,0.07805264700285443
1761559500000,0.026202778,5,ship1,30.918,SEA,0.34933333333333333,3.4950333333333328,1,2025-10-27 10:05:00,314.433336,4192.0,2025-10-27,10,5,0,0,0.49999999999999994,-0.8660254037844387,328.133328,343.666668,328.744444,1,0.07500795229007634
1761559800000,0.026033333,5,ship1,31.012,SEA,0.353,3.5332999999999997,1,2025-10-27 10:10:00,312.399996,4236.0,2025-10-27,10,10,0,0,0.49999999999999994,-0.8660254037844387,314.433336,328.133328,318.32221999999996,1,0.07374881869688385
1761560100000,0.026075,5,ship1,31.082,SEA,0.35233333333333333,3.522766666666667,1,2025-10-27 10:15:00,312.90000000000003,4228.0,2025-10-27,10,15,0,0,0.49999999999999994,-0.8660254037844387,312.399996,314.433336,313.244444,1,0.0740066225165563
1761560400000,0.026444444,5,ship1,31.118000000000002,SEA,0.35133333333333333,3.5242333333333327,1,2025-10-27 10:20:00,317.33332800000005,4216.0,2025-10-27,10,20,0,0,0.49999999999999994,-0.8660254037844387,312.90000000000003,312.399996,314.211108,1,0.07526881593927895
1761560700000,0.026455556,5,ship1,31.109,SEA,0.354,3.545066666666666,1,2025-10-27 10:25:00,317.466672,4247.999999999999,2025-10-27,10,25,0,0,0.49999999999999994,-0.8660254037844387,317.33332800000005,312.90000000000003,315.90000000000003,1,0.07473320903954804
1761561000000,0.026516667,5,ship1,31.147,SEA,0.354,3.5604999999999998,1,2025-10-27 10:30:00,318.20000400000004,4247.999999999999,2025-10-27,10,30,0,0,0.49999999999999994,-0.8660254037844387,317.466672,317.33332800000005,317.666668,1,0.07490583898305087
1761561300000,0.02635,5,ship1,31.213,SEA,0.35433333333333333,3.565633333333333,1,2025-10-27 10:35:00,316.2,4252.0,2025-10-27,10,35,0,0,0.49999999999999994,-0.8660254037844387,318.20000400000004,317.466672,317.28889200000003,1,0.07436500470366886
1761561600000,0.026375,5,ship1,31.323999999999998,SEA,0.35633333333333334,3.5469999999999997,1,2025-10-27 10:40:00,316.5,4276.0,2025-10-27,10,40,0,0,0.49999999999999994,-0.8660254037844387,316.2,318.20000400000004,316.966668,1,0.0740177736202058
1761561900000,0.026527778,5,ship1,31.412,SEA,0.357,3.5667333333333335,1,2025-10-27 10:45:00,318.333336,4284.0,2025-10-27,10,45,0,0,0.49999999999999994,-0.8660254037844387,316.5,316.2,317.01111199999997,1,0.07430750140056022
1761562200000,0.026258333,5,ship1,31.516,SEA,0.357,3.5665333333333336,1,2025-10-27 10:50:00,315.099996,4284.0,2025-10-27,10,50,0,0,0.49999999999999994,-0.8660254037844387,318.333336,316.5,316.64444399999996,1,0.07355275350140056
1761562500000,0.02595,5,ship1,31.464,SEA,0.348,3.364466666666667,1,2025-10-27 10:55:00,311.40000000000003,4176.0,2025-10-27,10,55,0,0,0.49999999999999994,-0.8660254037844387,315.099996,318.333336,314.944444,1,0.07456896551724139
1761562800000,0.025619444,5,ship1,31.351,SEA,0.3463333333333333,3.2953666666666668,1,2025-10-27 11:00:00,307.433328,4156.0,2025-10-27,11,0,0,0,0.258819045102521,-0.9659258262890682,311.40000000000003,315.099996,311.31110800000005,1,0.07397337054860444
1761563100000,0.025355556,5,ship1,31.401,SEA,0.3443333333333333,3.309433333333333,1,2025-10-27 11:05:00,304.266672,4132.0,2025-10-27,11,5,0,0,0.258819045102521,-0.9659258262890682,307.433328,311.40000000000003,307.70000000000005,1,0.07363665827686351
